occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
263808,79417.0,n. gen. Carnotaurus n. sp. sastrei,species,Carnotaurus sastrei,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Abelisauridae,Carnotaurus,-67.547501,-43.0,AR,Chubut,Telsen,mid,-55.42,-43.05,-56.3,-45.24,-51.34,-45.7,La Colonia,bed,"""siliciclastic""","""siliciclastic""",terrestrial indet.,macrofossils,"body,mold/impression,concretion,soft parts",good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MACN-CH 894,holotype,ulna,1.0,Carnotaurus sastrei,length,78.0
263808,79418.0,n. gen. Carnotaurus n. sp. sastrei,species,Carnotaurus sastrei,species,Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Abelisauridae,Carnotaurus,-67.547501,-43.0,AR,Chubut,Telsen,mid,-55.42,-43.05,-56.3,-45.24,-51.34,-45.7,La Colonia,bed,"""siliciclastic""","""siliciclastic""",terrestrial indet.,macrofossils,"body,mold/impression,concretion,soft parts",good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MACN-CH 894,holotype,ulna,1.0,Carnotaurus sastrei,length,85.0
297555,79422.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,PVL 4073,holotype,humerus,1.0,Piatnitzkysaurus floresi,length,286.0
297555,79423.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,PVL 4073,holotype,ulna,1.0,Piatnitzkysaurus floresi,length,218.0
297555,79424.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,PVL 4073,holotype,femur,1.0,Piatnitzkysaurus floresi,length,552.0
297555,79425.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,PVL 4073,holotype,tibia,1.0,Piatnitzkysaurus floresi,length,492.0
297555,79426.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,PVL 4073,holotype,fibula,1.0,Piatnitzkysaurus floresi,length,470.0
297555,79427.0,n. gen. Piatnitzkysaurus n. sp. floresi,species,Piatnitzkysaurus floresi,species,Middle Toarcian,,182.9,180.4,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Piatnitzkysaurus,-69.163521,-43.416218,AR,Chubut,,mid,-14.2,-43.22,-28.08,-41.34,-34.01,-44.33,Cañadón Asfalto,group of beds,tuff,tuff,fluvial-lacustrine indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MACN CH 895,paratype,tibia,1.0,Piatnitzkysaurus floresi,length,515.0
295293,79430.0,n. gen. Xuanhanosaurus n. sp. qilixiaensis,species,Xuanhanosaurus qilixiaensis,species,Bajocian,,170.9,168.2,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Xuanhanosaurus,107.633331,31.416668,CN,Sichuan,,mid,124.3,33.44,112.0,32.65,122.63,44.03,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V6729,holotype,humerus,1.0,Xuanhanosaurus qilixiaensis,length,265.0
295293,79431.0,n. gen. Xuanhanosaurus n. sp. qilixiaensis,species,Xuanhanosaurus qilixiaensis,species,Bajocian,,170.9,168.2,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Xuanhanosaurus,107.633331,31.416668,CN,Sichuan,,mid,124.3,33.44,112.0,32.65,122.63,44.03,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V6729,holotype,radius,1.0,Xuanhanosaurus qilixiaensis,length,202.0
295293,79432.0,n. gen. Xuanhanosaurus n. sp. qilixiaensis,species,Xuanhanosaurus qilixiaensis,species,Bajocian,,170.9,168.2,Chordata,Reptilia,Theropoda,Piatnitzkysauridae,Xuanhanosaurus,107.633331,31.416668,CN,Sichuan,,mid,124.3,33.44,112.0,32.65,122.63,44.03,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP V6729,holotype,ulna,1.0,Xuanhanosaurus qilixiaensis,length,240.0
471767,79434.0,n. gen. Monolophosaurus n. sp. jiangi,species,Monolophosaurus jiangi,species,Callovian,,165.3,161.5,Chordata,Reptilia,Theropoda,Monolophosauridae,Monolophosaurus,90.064598,44.837215,CN,Xinjiang,,mid,97.53,48.84,92.86,47.77,90.83,51.85,Shishugou,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,IVPP 84019,holotype,skull,1.0,Monolophosaurus jiangi,length,670.0
837683,79435.0,n. gen. Leshansaurus n. sp. qianweiensis,species,Leshansaurus qianweiensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Megalosauridae,Leshansauridae,Leshansaurus,104.052391,29.093945,CN,Sichuan,Qianwei,mid,120.85,31.01,108.98,28.9,118.24,41.09,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,QW200701,holotype,femur,1.0,Leshansaurus qianweiensis,length,600.0
837683,79436.0,n. gen. Leshansaurus n. sp. qianweiensis,species,Leshansaurus qianweiensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Megalosauridae,Leshansauridae,Leshansaurus,104.052391,29.093945,CN,Sichuan,Qianwei,mid,120.85,31.01,108.98,28.9,118.24,41.09,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,QW200701,holotype,tibia,1.0,Leshansaurus qianweiensis,length,580.0
837683,79437.0,n. gen. Leshansaurus n. sp. qianweiensis,species,Leshansaurus qianweiensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Megalosauridae,Leshansauridae,Leshansaurus,104.052391,29.093945,CN,Sichuan,Qianwei,mid,120.85,31.01,108.98,28.9,118.24,41.09,Shaximiao,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,QW200702,paratype,femur,1.0,Leshansaurus qianweiensis,length,220.0
489675,79438.0,n. gen. Poekilopleuron n. sp. bucklandii,species,Poekilopleuron bucklandii,species,Middle Bathonian,,168.2,165.3,Chordata,Reptilia,Megalosauridae,Poekilopleuridae,Megalosaurus (Poekilopleuron),-0.404763,49.187283,FR,Basse-Normandie,Calvados,mid,20.6,33.21,10.04,38.75,20.64,26.66,Calcaires de Caen,bed,"""limestone""","""limestone""",marine indet.,"macrofossils,mesofossils","body,cast,mold/impression",good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN 1897-2,,humerus,1.0,Poekilopleuron bucklandii,length,306.0
489675,79439.0,n. gen. Poekilopleuron n. sp. bucklandii,species,Poekilopleuron bucklandii,species,Middle Bathonian,,168.2,165.3,Chordata,Reptilia,Megalosauridae,Poekilopleuridae,Megalosaurus (Poekilopleuron),-0.404763,49.187283,FR,Basse-Normandie,Calvados,mid,20.6,33.21,10.04,38.75,20.64,26.66,Calcaires de Caen,bed,"""limestone""","""limestone""",marine indet.,"macrofossils,mesofossils","body,cast,mold/impression",good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN 1897-2,,radius,1.0,Poekilopleuron bucklandii,length,170.0
489675,79440.0,n. gen. Poekilopleuron n. sp. bucklandii,species,Poekilopleuron bucklandii,species,Middle Bathonian,,168.2,165.3,Chordata,Reptilia,Megalosauridae,Poekilopleuridae,Megalosaurus (Poekilopleuron),-0.404763,49.187283,FR,Basse-Normandie,Calvados,mid,20.6,33.21,10.04,38.75,20.64,26.66,Calcaires de Caen,bed,"""limestone""","""limestone""",marine indet.,"macrofossils,mesofossils","body,cast,mold/impression",good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN 1897-2,,ulna,1.0,Poekilopleuron bucklandii,length,182.0
829028,79441.0,n. gen. Afrovenator n. sp. abakensis,species,Afrovenator abakensis,species,Late Jurassic,,161.5,145.0,Chordata,Reptilia,Megalosauridae,Carcharodontosauridae,Afrovenator,6.53333,16.83333,NE,Agadez,,mid,11.03,-1.05,1.65,8.39,3.79,-4.04,Tiourarén,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,UC UBA 1,holotype,skull,1.0,Afrovenator abakensis,length,840.0
297120,79442.0,Poekilopleuron ? n. sp. valesdunensis,species,Dubreuillosaurus valesdunensis,species,Middle Bathonian,,168.2,165.3,Chordata,Reptilia,Megalosauridae,Dubreuillosauridae,Dubreuillosaurus,0.4,49.416668,FR,Basse-Normandie,Calvados,mid,21.18,33.51,10.68,39.03,21.15,27.01,Calcaires de Caen,bed,"""limestone""","""limestone""",shallow subtidal indet.,"macrofossils,mesofossils","body,trace",excellent,occasional,"coastal,terrestrial",facultatively mobile,ground dwelling,,"carnivore, piscivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN 1998-13,holotype,skull,1.0,Poekilopleuron valesdunensis,length,490.0
297120,79443.0,Poekilopleuron ? n. sp. valesdunensis,species,Dubreuillosaurus valesdunensis,species,Middle Bathonian,,168.2,165.3,Chordata,Reptilia,Megalosauridae,Dubreuillosauridae,Dubreuillosaurus,0.4,49.416668,FR,Basse-Normandie,Calvados,mid,21.18,33.51,10.68,39.03,21.15,27.01,Calcaires de Caen,bed,"""limestone""","""limestone""",shallow subtidal indet.,"macrofossils,mesofossils","body,trace",excellent,occasional,"coastal,terrestrial",facultatively mobile,ground dwelling,,"carnivore, piscivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN 1998-13,holotype,femur,1.0,Poekilopleuron valesdunensis,length,450.0
517989,79444.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,skull,1.0,Eustreptospondylus oxoniensis,length,480.0
517989,79445.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,scapula,1.0,Eustreptospondylus oxoniensis,length,299.0
517989,79446.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,humerus,1.0,Eustreptospondylus oxoniensis,length,231.0
517989,79447.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,femur,1.0,Eustreptospondylus oxoniensis,length,498.0
517989,79448.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,tibia,1.0,Eustreptospondylus oxoniensis,length,479.0
517989,79449.0,n. gen. Eustreptospondylus n. sp. oxoniensis,species,Eustreptospondylus oxoniensis,species,Late Callovian,,165.3,161.5,Chordata,Reptilia,Megalosauridae,Eustreptospondylidae,Eustreptospondylus,-1.287778,51.782223,UK,England,Oxfordshire,mid,17.91,35.09,8.8,41.83,18.52,29.1,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J13558,holotype,fibula,1.0,Eustreptospondylus oxoniensis,length,467.0
459067,79462.0,n. gen. Baryonyx n. sp. walkeri,species,Baryonyx walkeri,species,Early Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Spinosauridae,Baryonyx,-0.35,51.133331,UK,England,Surrey,mid,24.74,37.47,10.56,41.51,15.02,34.62,Weald Clay,bed,claystone,siltstone,pond,"macrofossils,mesofossils","body,mold/impression,trace",good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BMNH R9951,holotype,skull,1.0,Baryonyx walkeri,length,915.0
459067,79463.0,n. gen. Baryonyx n. sp. walkeri,species,Baryonyx walkeri,species,Early Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Spinosauridae,Baryonyx,-0.35,51.133331,UK,England,Surrey,mid,24.74,37.47,10.56,41.51,15.02,34.62,Weald Clay,bed,claystone,siltstone,pond,"macrofossils,mesofossils","body,mold/impression,trace",good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BMNH R9951,holotype,ulna,1.0,Baryonyx walkeri,length,283.0
489358,79471.0,n. gen. Lourinhanosaurus n. sp. antunesi,species,Lourinhanosaurus antunesi,species,Late Kimmeridgian,,152.2,149.2,Chordata,Reptilia,Theropoda,Lourinhanosauridae,Lourinhanosaurus,-9.19,39.139999,PT,Estremadura,Louriñha,mid,8.17,24.1,0.61,33.87,7.45,20.72,Lourinhã,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ML 370,holotype,femur,1.0,Lourinhanosaurus antunesi,width,52.0
489358,79471.0,n. gen. Lourinhanosaurus n. sp. antunesi,species,Lourinhanosaurus antunesi,species,Late Kimmeridgian,,152.2,149.2,Chordata,Reptilia,Theropoda,Lourinhanosauridae,Lourinhanosaurus,-9.19,39.139999,PT,Estremadura,Louriñha,mid,8.17,24.1,0.61,33.87,7.45,20.72,Lourinhã,bed,sandstone,sandstone,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ML 370,holotype,femur,1.0,Lourinhanosaurus antunesi,length,540.0
621492,79475.0,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,Chilantaisaurus tashuikouensis,species,Turonian,,93.9,89.8,Chordata,Reptilia,Theropoda,Neovenatoridae,Chilantaisaurus,105.943283,40.301338,CN,Nei Mongol,,mid,110.72,37.52,97.29,41.47,111.43,46.88,Ulansuhai,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,VPP V2884.1,holotype,humerus,1.0,Chilantaisaurus tashuikouensis,length,580.0
621492,79476.0,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,Chilantaisaurus tashuikouensis,species,Turonian,,93.9,89.8,Chordata,Reptilia,Theropoda,Neovenatoridae,Chilantaisaurus,105.943283,40.301338,CN,Nei Mongol,,mid,110.72,37.52,97.29,41.47,111.43,46.88,Ulansuhai,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,VPP V2884.1,paratype,femora,1.0,Chilantaisaurus tashuikouensis,length,1190.0
621492,79477.0,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,Chilantaisaurus tashuikouensis,species,Turonian,,93.9,89.8,Chordata,Reptilia,Theropoda,Neovenatoridae,Chilantaisaurus,105.943283,40.301338,CN,Nei Mongol,,mid,110.72,37.52,97.29,41.47,111.43,46.88,Ulansuhai,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,VPP V2884.1,paratype,tibia,1.0,Chilantaisaurus tashuikouensis,length,954.0
518001,80164.0,Megalosaurus n. sp. parkeri,species,Metriacanthosaurus parkeri,species,Early Oxfordian,,161.5,154.8,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Metriacanthosaurus,-2.4267,50.637501,UK,England,Dorset,mid,14.97,32.95,7.56,41.33,16.51,28.3,Oxford Clay,bed,claystone,claystone,marine indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,OUM J.12144,holotype,femur,1.0,Megalosaurus parkeri,length,800.0
811835,80165.0,Yangchuanosaurus n. sp. hepingensis,species,Sinraptor hepingensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Sinraptor,104.771347,29.390814,CN,Sichuan,Zigong,mid,121.36,31.55,109.58,29.36,118.9,41.57,Shaximiao,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ZDM 0024,holotype,skull,1.0,Yangchuanosaurus hepingensis,length,1040.0
811835,80166.0,Yangchuanosaurus n. sp. hepingensis,species,Sinraptor hepingensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Sinraptor,104.771347,29.390814,CN,Sichuan,Zigong,mid,121.36,31.55,109.58,29.36,118.9,41.57,Shaximiao,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ZDM 0024,holotype,scapula,1.0,Yangchuanosaurus hepingensis,length,760.0
811835,80167.0,Yangchuanosaurus n. sp. hepingensis,species,Sinraptor hepingensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Sinraptor,104.771347,29.390814,CN,Sichuan,Zigong,mid,121.36,31.55,109.58,29.36,118.9,41.57,Shaximiao,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ZDM 0024,holotype,scapula,1.0,Yangchuanosaurus hepingensis,length,740.0
811835,80168.0,Yangchuanosaurus n. sp. hepingensis,species,Sinraptor hepingensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Sinraptor,104.771347,29.390814,CN,Sichuan,Zigong,mid,121.36,31.55,109.58,29.36,118.9,41.57,Shaximiao,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ZDM 0024,holotype,coracoid,1.0,Yangchuanosaurus hepingensis,length,250.0
811835,80169.0,Yangchuanosaurus n. sp. hepingensis,species,Sinraptor hepingensis,species,Bathonian,Callovian,168.2,161.5,Chordata,Reptilia,Theropoda,Metriacanthosauridae,Sinraptor,104.771347,29.390814,CN,Sichuan,Zigong,mid,121.36,31.55,109.58,29.36,118.9,41.57,Shaximiao,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ZDM 0024,holotype,femur,1.0,Yangchuanosaurus hepingensis,length,980.0
471740,80170.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,scapula,1.0,Neovenator salerii,length,505.0
471740,80171.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,coracoid,1.0,Neovenator salerii,length,140.0
471740,80172.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,femur,1.0,Neovenator salerii,length,730.0
471740,80173.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,femur,1.0,Neovenator salerii,length,730.0
471740,80174.0,n. gen. Neovenator n. sp. salerii,species,Neovenator salerii,species,Late Barremian,,125.77,121.4,Chordata,Reptilia,Theropoda,Neovenatoridae,Neovenator,-1.41035,50.635109,UK,England,Isle of Wight,mid,23.83,37.05,9.67,41.02,14.34,34.0,Wessex,bed,siltstone,claystone,alluvial fan,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MIWG 6348,holotype,tibia,1.0,Neovenator salerii,length,680.0
