occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
475161,19040.0,Brachiosaurus n. sp. brancai,species,Giraffatitan brancai,species,Late Kimmeridgian,Tithonian,152.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.223774,-9.711796,TZ,Lindi,,mid,31.58,-38.7,16.91,-29.75,22.9,-41.42,Tendaguru,bed,marl,marl,estuary/bay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN SII,holotype,pubis,1.0,Brachiosaurus brancai,length,1150.0
483495,19041.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,sandstone,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN XV2,,scapula,1.0,Brachiosaurus brancai,length,2175.0
483495,19042.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,sandstone,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN XV2,,humerus,1.0,Brachiosaurus brancai,length,2400.0
483495,19043.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,sandstone,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN XV2,,femur,1.0,Brachiosaurus brancai,length,2350.0
483495,19044.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,sandstone,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN XV2,,fibula,1.0,Brachiosaurus brancai,length,1340.0
475162,19045.0,Brachiosaurus n. sp. fraasi,species,Giraffatitan brancai,species,Late Kimmeridgian,,152.2,149.2,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.229034,-9.675514,TZ,Lindi,,mid,31.29,-37.94,16.72,-29.38,22.29,-41.45,Tendaguru,bed,marl,marl,estuary/bay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Y,,scapula,1.0,Brachiosaurus fraasi,length,1540.0
475162,19046.0,Brachiosaurus n. sp. fraasi,species,Giraffatitan brancai,species,Late Kimmeridgian,,152.2,149.2,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.229034,-9.675514,TZ,Lindi,,mid,31.29,-37.94,16.72,-29.38,22.29,-41.45,Tendaguru,bed,marl,marl,estuary/bay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Y,,humerus,1.0,Brachiosaurus fraasi,length,1700.0
483495,19047.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,sandstone,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN XV1,,femur,1.0,Brachiosaurus brancai,length,2140.0
483438,19048.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.251282,-9.656345,TZ,Lindi,,mid,31.3,-38.77,17.03,-29.82,23.02,-41.46,Tendaguru,bed,sandstone,sandstone,marginal marine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN KI24,,scapula,1.0,Brachiosaurus brancai,length,890.0
483438,19049.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.251282,-9.656345,TZ,Lindi,,mid,31.3,-38.77,17.03,-29.82,23.02,-41.46,Tendaguru,bed,sandstone,sandstone,marginal marine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN KI24,,femur,1.0,Brachiosaurus brancai,length,1550.0
483438,19050.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.251282,-9.656345,TZ,Lindi,,mid,31.3,-38.77,17.03,-29.82,23.02,-41.46,Tendaguru,bed,sandstone,sandstone,marginal marine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN KI24,,tibia,1.0,Brachiosaurus brancai,length,900.0
483438,19051.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.251282,-9.656345,TZ,Lindi,,mid,31.3,-38.77,17.03,-29.82,23.02,-41.46,Tendaguru,bed,sandstone,sandstone,marginal marine indet.,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN KI24,,fibula,1.0,Brachiosaurus brancai,length,940.0
475067,19052.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.231327,-9.695653,TZ,Lindi,,mid,31.26,-38.8,16.99,-29.85,22.98,-41.49,Tendaguru,bed,marl,marl,estuary/bay,macrofossils,body,,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN D,,humerus,1.0,Brachiosaurus brancai,length,1600.0
483505,19053.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,scapula,1.0,Brachiosaurus brancai,length,1930.0
483505,19054.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,ilium,1.0,Brachiosaurus brancai,length,1050.0
483505,19055.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,pubis,1.0,Brachiosaurus brancai,length,890.0
483505,19056.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,ischium,1.0,Brachiosaurus brancai,length,925.0
483505,19057.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,femur,1.0,Brachiosaurus brancai,length,1610.0
483505,19058.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,tibia,1.0,Brachiosaurus brancai,length,950.0
483505,19059.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,group of beds,marl,marl,estuary/bay,macrofossils,body,,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Sa9,,fibula,1.0,Brachiosaurus brancai,length,960.0
475246,19060.0,Brachiosaurus brancai,species,Giraffatitan brancai,species,Tithonian,,149.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.22842,-9.704556,TZ,Lindi,,mid,31.25,-38.8,16.99,-29.86,22.97,-41.5,Tendaguru,bed,marl,marl,estuary/bay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN Aa,,ilium,1.0,Brachiosaurus brancai,length,1190.0
541715,19061.0,n. gen. Brachiosaurus n. sp. altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.650299,39.068802,US,Colorado,Mesa,mid,-43.58,26.49,-61.05,35.54,-45.85,30.11,Morrison,bed,siltstone,sandstone,"""channel""",macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,FMNH P25107,holotype,humerus,1.0,Brachiosaurus altithorax,length,2040.0
541715,19061.0,n. gen. Brachiosaurus n. sp. altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.650299,39.068802,US,Colorado,Mesa,mid,-43.58,26.49,-61.05,35.54,-45.85,30.11,Morrison,bed,siltstone,sandstone,"""channel""",macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,FMNH P25107,holotype,humerus,1.0,Brachiosaurus altithorax,width,240.0
541715,19062.0,n. gen. Brachiosaurus n. sp. altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.650299,39.068802,US,Colorado,Mesa,mid,-43.58,26.49,-61.05,35.54,-45.85,30.11,Morrison,bed,siltstone,sandstone,"""channel""",macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,FMNH P25107,holotype,ilium,1.0,Brachiosaurus altithorax,length,1124.0
541715,19063.0,n. gen. Brachiosaurus n. sp. altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.650299,39.068802,US,Colorado,Mesa,mid,-43.58,26.49,-61.05,35.54,-45.85,30.11,Morrison,bed,siltstone,sandstone,"""channel""",macrofossils,body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,FMNH P25107,holotype,femur,1.0,Brachiosaurus altithorax,length,2030.0
491428,19064.0,Brachiosaurus ? altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.194443,38.638058,US,Colorado,Montrose,mid,-43.35,25.97,-60.71,35.05,-45.69,29.57,Morrison,bed,mudstone,mudstone,wet floodplain,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BYU ESM-163R,,scapula,1.0,Brachiosaurus altithorax,length,2190.0
491428,19065.0,Brachiosaurus ? altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.194443,38.638058,US,Colorado,Montrose,mid,-43.35,25.97,-60.71,35.05,-45.69,29.57,Morrison,bed,mudstone,mudstone,wet floodplain,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BYU ESM-163R,,humerus,1.0,Brachiosaurus altithorax,length,2420.0
491428,19066.0,Brachiosaurus ? altithorax,species,Brachiosaurus altithorax,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Brachiosaurus,-108.194443,38.638058,US,Colorado,Montrose,mid,-43.35,25.97,-60.71,35.05,-45.69,29.57,Morrison,bed,mudstone,mudstone,wet floodplain,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BYU ESM-163R,,femur,1.0,Brachiosaurus altithorax,length,2370.0
489244,19067.0,Brachiosaurus n. sp. atalaiensis,species,Lusotitan atalaiensis,species,Late Kimmeridgian,Early Tithonian,152.2,146.3,Chordata,Saurischia,Sauropod,Brachiosauridae,Lusotitan,-9.34,39.235832,PT,Centro,Lisboa,mid,7.23,23.87,0.32,34.29,6.19,21.34,Lourinhã,bed,claystone,claystone,fluvial indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,humerus,1.0,Brachiosaurus atalaiensis,length,1950.0
489244,19068.0,Brachiosaurus n. sp. atalaiensis,species,Lusotitan atalaiensis,species,Late Kimmeridgian,Early Tithonian,152.2,146.3,Chordata,Saurischia,Sauropod,Brachiosauridae,Lusotitan,-9.34,39.235832,PT,Centro,Lisboa,mid,7.23,23.87,0.32,34.29,6.19,21.34,Lourinhã,bed,claystone,claystone,fluvial indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,radius,1.0,Brachiosaurus atalaiensis,length,1130.0
489244,19069.0,Brachiosaurus n. sp. atalaiensis,species,Lusotitan atalaiensis,species,Late Kimmeridgian,Early Tithonian,152.2,146.3,Chordata,Saurischia,Sauropod,Brachiosauridae,Lusotitan,-9.34,39.235832,PT,Centro,Lisboa,mid,7.23,23.87,0.32,34.29,6.19,21.34,Lourinhã,bed,claystone,claystone,fluvial indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,femur,1.0,Brachiosaurus atalaiensis,length,1900.0
489244,19069.0,Brachiosaurus n. sp. atalaiensis,species,Lusotitan atalaiensis,species,Late Kimmeridgian,Early Tithonian,152.2,146.3,Chordata,Saurischia,Sauropod,Brachiosauridae,Lusotitan,-9.34,39.235832,PT,Centro,Lisboa,mid,7.23,23.87,0.32,34.29,6.19,21.34,Lourinhã,bed,claystone,claystone,fluvial indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,femur,1.0,Brachiosaurus atalaiensis,circumference,1100.0
489244,19070.0,Brachiosaurus n. sp. atalaiensis,species,Lusotitan atalaiensis,species,Late Kimmeridgian,Early Tithonian,152.2,146.3,Chordata,Saurischia,Sauropod,Brachiosauridae,Lusotitan,-9.34,39.235832,PT,Centro,Lisboa,mid,7.23,23.87,0.32,34.29,6.19,21.34,Lourinhã,bed,claystone,claystone,fluvial indet.,"macrofossils,mesofossils",body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,tibia,1.0,Brachiosaurus atalaiensis,length,1120.0
569289,19071.0,n. gen. Rebbachisaurus n. sp. garasbae,species,Rebbachisaurus garasbae,species,Early Cenomanian,,100.5,93.9,Chordata,Saurischia,Sauropod,Rebbachisauridae,Rebbachisaurus,-4.836939,30.505667,MA,Drâa-Tafilalet,Errachidia,mid,6.52,25.22,-5.04,17.76,-1.5,22.0,Gara Sbaa,member,claystone,claystone,terrestrial indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MNHN,,scapula,1.0,Rebbachisaurus garasbae,length,1170.0
285084,19072.0,n. gen. Animantarx n. sp. ramaljonesi,species,Animantarx ramaljonesi,species,Aptian,Albian,121.4,100.5,Chordata,Ornithischia,Ornithischia,Nodosauridae,Animantarx,-110.857689,39.155956,US,Utah,Emery,mid,-56.4,46.4,-67.95,40.39,-58.42,38.29,Cedar Mountain,bed,mudstone,sandstone,terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CEUM 6228R,holotype,scapula,1.0,Animantarx ramaljonesi,length,240.0
285084,19073.0,n. gen. Animantarx n. sp. ramaljonesi,species,Animantarx ramaljonesi,species,Aptian,Albian,121.4,100.5,Chordata,Ornithischia,Ornithischia,Nodosauridae,Animantarx,-110.857689,39.155956,US,Utah,Emery,mid,-56.4,46.4,-67.95,40.39,-58.42,38.29,Cedar Mountain,bed,mudstone,sandstone,terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CEUM 6228R,holotype,coracoid,1.0,Animantarx ramaljonesi,width,155.0
285084,19074.0,n. gen. Animantarx n. sp. ramaljonesi,species,Animantarx ramaljonesi,species,Aptian,Albian,121.4,100.5,Chordata,Ornithischia,Ornithischia,Nodosauridae,Animantarx,-110.857689,39.155956,US,Utah,Emery,mid,-56.4,46.4,-67.95,40.39,-58.42,38.29,Cedar Mountain,bed,mudstone,sandstone,terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CEUM 6228R,holotype,humerus,1.0,Animantarx ramaljonesi,length,298.0
285084,19075.0,n. gen. Animantarx n. sp. ramaljonesi,species,Animantarx ramaljonesi,species,Aptian,Albian,121.4,100.5,Chordata,Ornithischia,Ornithischia,Nodosauridae,Animantarx,-110.857689,39.155956,US,Utah,Emery,mid,-56.4,46.4,-67.95,40.39,-58.42,38.29,Cedar Mountain,bed,mudstone,sandstone,terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CEUM 6228R,holotype,femur,1.0,Animantarx ramaljonesi,length,415.0
491316,19076.0,Allosaurus fragilis,species,Allosaurus fragilis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Allosauridae,Allosaurus,-109.252899,39.172699,US,Utah,Grand,mid,-44.04,26.73,-61.6,35.72,-46.29,30.4,Morrison,bed,not reported,not reported,terrestrial indet.,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,BYU 571/8901,,humerus,1.0,Allosaurus fragilis,length,420.0
